go_id,go_description,gene_ids,count_genes,category,GeneRatio,BgRatio
GO:0030791,arsenite methyltransferase activity,['g_5901'],1,molecular_function,1/1892,1/1894
GO:0034708,methyltransferase complex,['g_5901'],1,cellular_component,1/1892,1/1894
GO:0046498,S-adenosylhomocysteine metabolic process,['g_5901'],1,biological_process,1/1892,1/1894
GO:0052730,sarcosine N-methyltransferase activity,['g_5901'],1,molecular_function,1/1892,1/1894
GO:0098603,selenol Se-methyltransferase activity,['g_5901'],1,molecular_function,1/1892,1/1894
GO:0007053,spindle assembly involved in male meiosis,['g_5930'],1,biological_process,1/1892,1/1894
GO:0045313,rhabdomere membrane biogenesis,"['g_5930', 'g_878']",2,biological_process,2/1892,2/1894
GO:0060034,notochord cell differentiation,"['g_5930', 'g_7446']",2,biological_process,2/1892,2/1894
GO:0090387,phagolysosome assembly involved in apoptotic cell clearance,['g_5930'],1,biological_process,1/1892,1/1894
GO:0090389,phagosome-lysosome fusion involved in apoptotic cell clearance,['g_5930'],1,biological_process,1/1892,1/1894
GO:1903539,protein localization to postsynaptic membrane,['g_5930'],1,biological_process,1/1892,1/1894
GO:0042491,inner ear auditory receptor cell differentiation,['g_5950'],1,biological_process,1/1892,1/1894
GO:0060171,stereocilium membrane,['g_5950'],1,cellular_component,1/1892,1/1894
GO:0002551,mast cell chemotaxis,"['g_5953', 'g_7356']",2,biological_process,2/1892,2/1894
GO:0005003,ephrin receptor activity,['g_5953'],1,molecular_function,1/1892,1/1894
GO:0005006,epidermal growth factor receptor activity,"['g_5953', 'g_9021']",2,molecular_function,2/1892,2/1894
GO:0014831,gastro-intestinal system smooth muscle contraction,['g_5953'],1,biological_process,1/1892,1/1894
GO:0032765,positive regulation of mast cell cytokine production,"['g_5953', 'g_7356']",2,biological_process,2/1892,2/1894
GO:0038093,Fc receptor signaling pathway,"['g_5953', 'g_7356']",2,biological_process,2/1892,2/1894
GO:0038109,Kit signaling pathway,"['g_5953', 'g_7356']",2,biological_process,2/1892,2/1894
GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,"['g_5953', 'g_7356', 'g_9577', 'g_5178', 'g_10219']",5,biological_process,5/1892,5/1894
GO:1905065,positive regulation of vascular associated smooth muscle cell differentiation,"['g_5953', 'g_7356']",2,biological_process,2/1892,2/1894
GO:0033840,"alpha-1,4-glucan glucosyltransferase (NDP-glucose donor) activity","['g_5955', 'g_2046']",2,molecular_function,2/1892,2/1894
GO:0001591,"dopamine neurotransmitter receptor activity, coupled via Gi/Go",['g_5986'],1,molecular_function,1/1892,1/1894
GO:0001609,G protein-coupled adenosine receptor activity,"['g_5986', 'g_6210']",2,molecular_function,2/1892,2/1894
GO:0001973,G protein-coupled adenosine receptor signaling pathway,"['g_5986', 'g_6210']",2,biological_process,2/1892,2/1894
GO:0033602,negative regulation of dopamine secretion,['g_5986'],1,biological_process,1/1892,1/1894
GO:0034609,spicule insertion,"['g_5986', 'g_14265', 'g_4098']",3,biological_process,3/1892,3/1894
GO:0035013,myosuppressin receptor activity,"['g_5986', 'g_2046']",2,molecular_function,2/1892,2/1894
GO:0042093,T-helper cell differentiation,['g_5986'],1,biological_process,1/1892,1/1894
GO:0071316,cellular response to nicotine,['g_5986'],1,biological_process,1/1892,1/1894
GO:1900034,regulation of cellular response to heat,"['g_5986', 'g_6955', 'g_9140', 'g_6429']",4,biological_process,4/1892,4/1894
GO:1902847,regulation of neuronal signal transduction,['g_5986'],1,biological_process,1/1892,1/1894
GO:0004144,diacylglycerol O-acyltransferase activity,"['g_5999', 'g_7166', 'g_3854']",3,molecular_function,3/1892,3/1894
GO:0016748,succinyltransferase activity,['g_5999'],1,molecular_function,1/1892,1/1894
GO:0034121,regulation of toll-like receptor signaling pathway,['g_5999'],1,biological_process,1/1892,1/1894
GO:0035325,Toll-like receptor binding,['g_5999'],1,molecular_function,1/1892,1/1894
GO:0050185,phosphatidylinositol deacylase activity,['g_5999'],1,molecular_function,1/1892,1/1894
GO:0106073,"dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity",['g_5999'],1,molecular_function,1/1892,1/1894
GO:1900038,negative regulation of cellular response to hypoxia,"['g_5999', 'g_11762']",2,biological_process,2/1892,2/1894
GO:1900727,osmoregulated periplasmic glucan biosynthetic process,['g_5999'],1,biological_process,1/1892,1/1894
GO:0009451,RNA modification,['g_6000'],1,biological_process,1/1892,1/1894
GO:0061120,regulation of positive chemotaxis to cAMP by DIF-1,['g_6000'],1,biological_process,1/1892,1/1894
GO:0003093,regulation of glomerular filtration,"['g_6013', 'g_8399']",2,biological_process,2/1892,2/1894
GO:0061523,cilium disassembly,['g_6013'],1,biological_process,1/1892,1/1894
GO:1902856,negative regulation of non-motile cilium assembly,['g_6013'],1,biological_process,1/1892,1/1894
GO:1904597,negative regulation of connective tissue replacement involved in inflammatory response wound healing,"['g_6013', 'g_287']",2,biological_process,2/1892,2/1894
GO:1905209,positive regulation of cardiocyte differentiation,"['g_6013', 'g_287']",2,biological_process,2/1892,2/1894
GO:0030867,rough endoplasmic reticulum membrane,['g_6016'],1,cellular_component,1/1892,1/1894
GO:0006071,glycerol metabolic process,"['g_6028', 'g_706', 'g_8725']",3,biological_process,3/1892,3/1894
GO:0032035,myosin II tail binding,"['g_6028', 'g_6294']",2,molecular_function,2/1892,2/1894
GO:0060963,positive regulation of ribosomal protein gene transcription by RNA polymerase II,['g_6028'],1,biological_process,1/1892,1/1894
GO:0072741,protein localization to cell division site,"['g_6028', 'g_8329', 'g_6294', 'g_13064']",4,biological_process,4/1892,4/1894
GO:0075111,symbiont-mediated suppression of host receptor-mediated signal transduction,"['g_6028', 'g_7139']",2,biological_process,2/1892,2/1894
GO:2000218,negative regulation of invasive growth in response to glucose limitation,"['g_6028', 'g_12148']",2,biological_process,2/1892,2/1894
GO:0005168,neurotrophin TRKA receptor binding,['g_6040'],1,molecular_function,1/1892,1/1894
GO:0046875,ephrin receptor binding,"['g_6040', 'g_6988', 'g_12049']",3,molecular_function,3/1892,3/1894
GO:0048408,epidermal growth factor binding,['g_6040'],1,molecular_function,1/1892,1/1894
GO:0090322,regulation of superoxide metabolic process,['g_6040'],1,biological_process,1/1892,1/1894
GO:0000111,nucleotide-excision repair factor 2 complex,['g_6058'],1,cellular_component,1/1892,1/1894
GO:0031990,mRNA export from nucleus in response to heat stress,['g_6058'],1,biological_process,1/1892,1/1894
GO:0036310,ATP-dependent DNA/DNA annealing activity,['g_6058'],1,molecular_function,1/1892,1/1894
GO:1904290,negative regulation of mitotic DNA damage checkpoint,"['g_6058', 'g_14240']",2,biological_process,2/1892,2/1894
GO:1990165,single-strand break-containing DNA binding,"['g_6058', 'g_7189']",2,molecular_function,2/1892,2/1894
GO:0009646,response to absence of light,"['g_6065', 'g_92']",2,biological_process,2/1892,2/1894
GO:0010555,response to mannitol,"['g_6065', 'g_2419']",2,biological_process,2/1892,2/1894
GO:0072708,response to sorbitol,['g_6065'],1,biological_process,1/1892,1/1894
GO:0035044,sperm aster formation,"['g_6078', 'g_3389']",2,biological_process,2/1892,2/1894
GO:0009039,urease activity,['g_6095'],1,molecular_function,1/1892,1/1894
GO:0015024,glucuronate-2-sulfatase activity,['g_6134'],1,molecular_function,1/1892,1/1894
GO:0017095,heparan sulfate 6-sulfotransferase activity,"['g_6134', 'g_15585']",2,molecular_function,2/1892,2/1894
GO:0061316,canonical Wnt signaling pathway involved in heart development,"['g_6134', 'g_6711', 'g_15585']",3,biological_process,3/1892,3/1894
GO:0007282,cystoblast division,"['g_6154', 'g_15445']",2,biological_process,2/1892,2/1894
GO:0045170,spectrosome,"['g_6154', 'g_15445']",2,cellular_component,2/1892,2/1894
GO:0045478,fusome organization,"['g_6154', 'g_6798', 'g_7139', 'g_15445']",4,biological_process,4/1892,4/1894
GO:0106074,aminoacyl-tRNA metabolism involved in translational fidelity,"['g_6154', 'g_8181', 'g_15747']",3,biological_process,3/1892,3/1894
GO:0106105,Ala-tRNA(Thr) deacylase activity,"['g_6154', 'g_8181', 'g_15747']",3,molecular_function,3/1892,3/1894
GO:1901491,negative regulation of lymphangiogenesis,['g_6154'],1,biological_process,1/1892,1/1894
GO:1903006,positive regulation of protein K63-linked deubiquitination,"['g_6154', 'g_15445']",2,biological_process,2/1892,2/1894
GO:0015464,acetylcholine receptor activity,['g_6155'],1,molecular_function,1/1892,1/1894
GO:0005135,interleukin-3 receptor binding,"['g_6189', 'g_10219']",2,molecular_function,2/1892,2/1894
GO:0039672,symbiont-mediated suppression of host natural killer cell activation,['g_6189'],1,biological_process,1/1892,1/1894
GO:0070987,error-free translesion synthesis,['g_6197'],1,biological_process,1/1892,1/1894
GO:0000405,bubble DNA binding,"['g_6221', 'g_12148']",2,molecular_function,2/1892,2/1894
GO:0000736,"double-strand break repair via single-strand annealing, removal of nonhomologous ends","['g_6221', 'g_1218']",2,biological_process,2/1892,2/1894
GO:0031145,anaphase-promoting complex-dependent catabolic process,"['g_6221', 'g_8480', 'g_3517']",3,biological_process,3/1892,3/1894
GO:0070337,3'-flap-structured DNA binding,['g_6221'],1,molecular_function,1/1892,1/1894
GO:0070338,5'-flap-structured DNA binding,['g_6221'],1,molecular_function,1/1892,1/1894
GO:0022900,electron transport chain,['g_6258'],1,biological_process,1/1892,1/1894
GO:2000427,positive regulation of apoptotic cell clearance,['g_6258'],1,biological_process,1/1892,1/1894
GO:0003127,detection of nodal flow,"['g_6282', 'g_2900']",2,biological_process,2/1892,2/1894
GO:0002920,regulation of humoral immune response,['g_6285'],1,biological_process,1/1892,1/1894
GO:0031223,auditory behavior,"['g_6287', 'g_6429']",2,biological_process,2/1892,2/1894
GO:0051660,establishment of centrosome localization,['g_6287'],1,biological_process,1/1892,1/1894
GO:0099509,regulation of presynaptic cytosolic calcium ion concentration,"['g_6287', 'g_7847']",2,biological_process,2/1892,2/1894
GO:0150037,regulation of calcium-dependent activation of synaptic vesicle fusion,"['g_6287', 'g_7847']",2,biological_process,2/1892,2/1894
GO:0007305,vitelline membrane formation involved in chorion-containing eggshell formation,"['g_6289', 'g_6690', 'g_9274']",3,biological_process,3/1892,3/1894
GO:0032529,follicle cell microvillus organization,"['g_6289', 'g_6690', 'g_9274']",3,biological_process,3/1892,3/1894
GO:0032533,regulation of follicle cell microvillus length,"['g_6289', 'g_6690']",2,biological_process,2/1892,2/1894
GO:0098908,regulation of neuronal action potential,"['g_6289', 'g_7302', 'g_6895']",3,biological_process,3/1892,3/1894
GO:1902354,blood vessel endothelial cell delamination involved in blood vessel lumen ensheathment,['g_6289'],1,biological_process,1/1892,1/1894
GO:1902355,endothelial tube lumen extension involved in blood vessel lumen ensheathment,['g_6289'],1,biological_process,1/1892,1/1894
GO:0031109,microtubule polymerization or depolymerization,['g_6304'],1,biological_process,1/1892,1/1894
GO:1904754,positive regulation of vascular associated smooth muscle cell migration,"['g_6304', 'g_7326', 'g_8886', 'g_12648']",4,biological_process,4/1892,4/1894
GO:0051960,regulation of nervous system development,['g_6323'],1,biological_process,1/1892,1/1894
GO:0003187,ventriculo bulbo valve morphogenesis,['g_6327'],1,biological_process,1/1892,1/1894
GO:0021663,rhombomere 4 formation,['g_6327'],1,biological_process,1/1892,1/1894
GO:0001744,insect visual primordium formation,['g_6329'],1,biological_process,1/1892,1/1894
GO:0006682,galactosylceramide biosynthetic process,['g_6329'],1,biological_process,1/1892,1/1894
GO:0007299,follicle cell of egg chamber-cell adhesion,['g_6329'],1,biological_process,1/1892,1/1894
GO:0008499,"N-acetyl-beta-D-glucosaminide beta-(1,3)-galactosyltransferase activity",['g_6329'],1,molecular_function,1/1892,1/1894
GO:0008532,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity",['g_6329'],1,molecular_function,1/1892,1/1894
GO:0009312,oligosaccharide biosynthetic process,['g_6329'],1,biological_process,1/1892,1/1894
GO:0016333,morphogenesis of follicular epithelium,"['g_6329', 'g_8317', 'g_9021']",3,biological_process,3/1892,3/1894
GO:0030311,poly-N-acetyllactosamine biosynthetic process,['g_6329'],1,biological_process,1/1892,1/1894
GO:0042248,maintenance of polarity of follicular epithelium,['g_6329'],1,biological_process,1/1892,1/1894
GO:0046981,"beta-1,4-mannosylglycolipid beta-1,3-N-acetylglucosaminyltransferase activity",['g_6329'],1,molecular_function,1/1892,1/1894
GO:0047256,"lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity",['g_6329'],1,molecular_function,1/1892,1/1894
GO:0048531,"beta-1,3-galactosyltransferase activity",['g_6329'],1,molecular_function,1/1892,1/1894
GO:0120532,glycosaminoglycan-protein linkage region biosynthetic process,['g_6329'],1,biological_process,1/1892,1/1894
GO:0022622,root system development,"['g_6330', 'g_15432', 'g_15401']",3,biological_process,3/1892,3/1894
GO:0033612,receptor serine/threonine kinase binding,"['g_6330', 'g_15432']",2,molecular_function,2/1892,2/1894
GO:2000023,regulation of lateral root development,"['g_6330', 'g_9174', 'g_15729', 'g_15432', 'g_15401']",5,biological_process,5/1892,5/1894
GO:0000711,meiotic DNA repair synthesis,"['g_6331', 'g_15191', 'g_15436']",3,biological_process,3/1892,3/1894
GO:0035092,sperm DNA condensation,"['g_6331', 'g_8270', 'g_16291', 'g_15191']",4,biological_process,4/1892,4/1894
GO:0051878,lateral element assembly,"['g_6331', 'g_15191']",2,biological_process,2/1892,2/1894
GO:0070594,juvenile hormone response element binding,['g_6384'],1,molecular_function,1/1892,1/1894
GO:0004836,tyramine-beta hydroxylase activity,['g_6387'],1,molecular_function,1/1892,1/1894
GO:0006589,octopamine biosynthetic process,['g_6387'],1,biological_process,1/1892,1/1894
GO:0044389,ubiquitin-like protein ligase binding,"['g_6430', 'g_6899', 'g_9426', 'g_2549']",4,molecular_function,4/1892,4/1894
GO:0001893,maternal placenta development,"['g_6452', 'g_2419']",2,biological_process,2/1892,2/1894
GO:0001896,autolysis,"['g_6452', 'g_681']",2,biological_process,2/1892,2/1894
GO:0032823,regulation of natural killer cell differentiation,['g_6452'],1,biological_process,1/1892,1/1894
GO:0033082,regulation of extrathymic T cell differentiation,['g_6452'],1,biological_process,1/1892,1/1894
GO:0048923,posterior lateral line neuromast hair cell differentiation,['g_6452'],1,biological_process,1/1892,1/1894
GO:0048924,posterior lateral line neuromast mantle cell differentiation,['g_6452'],1,biological_process,1/1892,1/1894
GO:0051136,regulation of NK T cell differentiation,['g_6452'],1,biological_process,1/1892,1/1894
GO:0090427,activation of meiosis,['g_6452'],1,biological_process,1/1892,1/1894
GO:1990019,protein storage vacuole organization,['g_6452'],1,biological_process,1/1892,1/1894
GO:1990654,sebum secreting cell proliferation,['g_6452'],1,biological_process,1/1892,1/1894
GO:0095500,acetylcholine receptor signaling pathway,"['g_6466', 'g_6791', 'g_8321', 'g_8322']",4,biological_process,4/1892,4/1894
GO:0016231,beta-N-acetylglucosaminidase activity,['g_6481'],1,molecular_function,1/1892,1/1894
GO:0016998,cell wall macromolecule catabolic process,['g_6481'],1,biological_process,1/1892,1/1894
GO:0004445,inositol-polyphosphate 5-phosphatase activity,"['g_6511', 'g_8485']",2,molecular_function,2/1892,2/1894
GO:0006967,positive regulation of antifungal peptide biosynthetic process,"['g_6511', 'g_13441']",2,biological_process,2/1892,2/1894
GO:0010642,negative regulation of platelet-derived growth factor receptor signaling pathway,['g_6511'],1,biological_process,1/1892,1/1894
GO:0032957,inositol trisphosphate metabolic process,['g_6511'],1,biological_process,1/1892,1/1894
GO:0042675,compound eye cone cell differentiation,"['g_6511', 'g_9021', 'g_8282']",3,biological_process,3/1892,3/1894
GO:0045874,positive regulation of sevenless signaling pathway,['g_6511'],1,biological_process,1/1892,1/1894
GO:0141008,transposable element silencing by mRNA destabilization,['g_6511'],1,biological_process,1/1892,1/1894
GO:0006382,adenosine to inosine editing,"['g_6587', 'g_9315']",2,biological_process,2/1892,2/1894
GO:0033698,Rpd3L complex,"['g_6587', 'g_15123']",2,cellular_component,2/1892,2/1894
GO:0035061,interchromatin granule,"['g_6587', 'g_7329']",2,cellular_component,2/1892,2/1894
GO:0004758,serine C-palmitoyltransferase activity,"['g_6588', 'g_6']",2,molecular_function,2/1892,2/1894
GO:0046511,sphinganine biosynthetic process,['g_6588'],1,biological_process,1/1892,1/1894
GO:1904504,positive regulation of lipophagy,['g_6588'],1,biological_process,1/1892,1/1894
GO:0001931,uropod,"['g_6593', 'g_5919', 'g_4098']",3,cellular_component,3/1892,3/1894
GO:0031270,pseudopodium retraction,"['g_6593', 'g_4098']",2,biological_process,2/1892,2/1894
GO:0060328,cytoplasmic actin-based contraction involved in forward cell motility,"['g_6593', 'g_4098']",2,biological_process,2/1892,2/1894
GO:0001508,action potential,"['g_6622', 'g_15436', 'g_15682']",3,biological_process,3/1892,3/1894
GO:0005391,P-type sodium:potassium-exchanging transporter activity,['g_6622'],1,molecular_function,1/1892,1/1894
GO:0010248,establishment or maintenance of transmembrane electrochemical gradient,['g_6622'],1,biological_process,1/1892,1/1894
GO:0014898,cardiac muscle hypertrophy in response to stress,['g_6622'],1,biological_process,1/1892,1/1894
GO:0032470,positive regulation of endoplasmic reticulum calcium ion concentration,['g_6622'],1,biological_process,1/1892,1/1894
GO:0045822,negative regulation of heart contraction,['g_6622'],1,biological_process,1/1892,1/1894
GO:0045932,negative regulation of muscle contraction,['g_6622'],1,biological_process,1/1892,1/1894
GO:0051282,regulation of sequestering of calcium ion,['g_6622'],1,biological_process,1/1892,1/1894
GO:0090076,relaxation of skeletal muscle,['g_6622'],1,biological_process,1/1892,1/1894
GO:0097470,ribbon synapse,"['g_6622', 'g_7620', 'g_6278']",3,cellular_component,3/1892,3/1894
GO:1903233,regulation of calcium ion-dependent exocytosis of neurotransmitter,['g_6622'],1,biological_process,1/1892,1/1894
GO:1903515,calcium ion transport from cytosol to endoplasmic reticulum,['g_6622'],1,biological_process,1/1892,1/1894
GO:1990036,calcium ion import into sarcoplasmic reticulum,['g_6622'],1,biological_process,1/1892,1/1894
GO:0005847,mRNA cleavage and polyadenylation specificity factor complex,"['g_6650', 'g_8719']",2,cellular_component,2/1892,2/1894
GO:0009738,abscisic acid-activated signaling pathway,"['g_6650', 'g_10801', 'g_15619']",3,biological_process,3/1892,3/1894
GO:0032226,"positive regulation of synaptic transmission, dopaminergic",['g_6650'],1,biological_process,1/1892,1/1894
GO:0051984,positive regulation of chromosome segregation,"['g_6650', 'g_7329', 'g_8034']",3,biological_process,3/1892,3/1894
GO:0060113,inner ear receptor cell differentiation,['g_6650'],1,biological_process,1/1892,1/1894
GO:0060278,regulation of ovulation,['g_6650'],1,biological_process,1/1892,1/1894
GO:0110088,hippocampal neuron apoptotic process,['g_6650'],1,biological_process,1/1892,1/1894
GO:0180010,"co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway","['g_6650', 'g_8719']",2,biological_process,2/1892,2/1894
GO:1901897,regulation of relaxation of cardiac muscle,"['g_6650', 'g_7444']",2,biological_process,2/1892,2/1894
GO:1905375,cellular response to homocysteine,['g_6650'],1,biological_process,1/1892,1/1894
GO:2001234,negative regulation of apoptotic signaling pathway,"['g_6650', 'g_9021']",2,biological_process,2/1892,2/1894
GO:0001113,transcription open complex formation at RNA polymerase II promoter,['g_667'],1,biological_process,1/1892,1/1894
GO:0039720,virogenic stroma,"['g_667', 'g_14788']",2,cellular_component,2/1892,2/1894
GO:0043992,histone H3K9 acetyltransferase activity,['g_667'],1,molecular_function,1/1892,1/1894
GO:0044017,histone H3K27 acetyltransferase activity,['g_667'],1,molecular_function,1/1892,1/1894
GO:0141030,symbiont-mediated perturbation of host actin cytoskeleton via filamentous actin depolymerization,"['g_667', 'g_7974']",2,biological_process,2/1892,2/1894
GO:0008428,ribonuclease inhibitor activity,"['g_6683', 'g_155']",2,molecular_function,2/1892,2/1894
GO:0060561,apoptotic process involved in morphogenesis,"['g_6687', 'g_14278']",2,biological_process,2/1892,2/1894
GO:0097300,programmed necrotic cell death,['g_6687'],1,biological_process,1/1892,1/1894
GO:1901143,insulin catabolic process,['g_6687'],1,biological_process,1/1892,1/1894
GO:0036060,slit diaphragm assembly,"['g_6690', 'g_3399']",2,biological_process,2/1892,2/1894
GO:0035340,inosine transport,"['g_6703', 'g_898']",2,biological_process,2/1892,2/1894
GO:0008449,N-acetylglucosamine-6-sulfatase activity,"['g_6711', 'g_15585']",2,molecular_function,2/1892,2/1894
GO:0042340,keratan sulfate proteoglycan catabolic process,"['g_6711', 'g_15585']",2,biological_process,2/1892,2/1894
GO:0004099,chitin deacetylase activity,"['g_6712', 'g_9191', 'g_7059']",3,molecular_function,3/1892,3/1894
GO:0008422,beta-glucosidase activity,['g_6712'],1,molecular_function,1/1892,1/1894
GO:0008035,high-density lipoprotein particle binding,"['g_6731', 'g_2440']",2,molecular_function,2/1892,2/1894
GO:0010189,vitamin E biosynthetic process,"['g_6731', 'g_2440']",2,biological_process,2/1892,2/1894
GO:0010841,"positive regulation of circadian sleep/wake cycle, wakefulness",['g_6731'],1,biological_process,1/1892,1/1894
GO:0010875,positive regulation of cholesterol efflux,"['g_6731', 'g_2440']",2,biological_process,2/1892,2/1894
GO:0034189,very-low-density lipoprotein particle binding,"['g_6731', 'g_2440']",2,molecular_function,2/1892,2/1894
GO:0090108,positive regulation of high-density lipoprotein particle assembly,"['g_6731', 'g_2440']",2,biological_process,2/1892,2/1894
GO:0140337,diacylglyceride transfer activity,"['g_6731', 'g_2440']",2,molecular_function,2/1892,2/1894
GO:0140338,sphingomyelin transfer activity,"['g_6731', 'g_2440']",2,molecular_function,2/1892,2/1894
GO:0140339,phosphatidylglycerol transfer activity,"['g_6731', 'g_2440']",2,molecular_function,2/1892,2/1894
GO:0140340,cerebroside transfer activity,"['g_6731', 'g_2440']",2,molecular_function,2/1892,2/1894
GO:1901611,phosphatidylglycerol binding,"['g_6731', 'g_8491', 'g_2440']",3,molecular_function,3/1892,3/1894
GO:1903409,reactive oxygen species biosynthetic process,"['g_6731', 'g_10543', 'g_2440']",3,biological_process,3/1892,3/1894
GO:1990050,phosphatidic acid transfer activity,"['g_6731', 'g_2440']",2,molecular_function,2/1892,2/1894
GO:0030952,establishment or maintenance of cytoskeleton polarity,['g_6736'],1,biological_process,1/1892,1/1894
GO:0016990,arginine deiminase activity,"['g_6767', 'g_2549']",2,molecular_function,2/1892,2/1894
GO:0033929,"blood-group-substance endo-1,4-beta-galactosidase activity",['g_6767'],1,molecular_function,1/1892,1/1894
GO:0033957,lambda-carrageenase activity,['g_6767'],1,molecular_function,1/1892,1/1894
GO:1990715,mRNA CDS binding,"['g_6772', 'g_13381']",2,molecular_function,2/1892,2/1894
GO:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity,['g_6774'],1,molecular_function,1/1892,1/1894
GO:0006659,phosphatidylserine biosynthetic process,"['g_6774', 'g_9511']",2,biological_process,2/1892,2/1894
GO:0008374,O-acyltransferase activity,['g_6774'],1,molecular_function,1/1892,1/1894
GO:0030258,lipid modification,['g_6774'],1,biological_process,1/1892,1/1894
GO:0036150,phosphatidylserine acyl-chain remodeling,['g_6774'],1,biological_process,1/1892,1/1894
GO:0036151,phosphatidylcholine acyl-chain remodeling,['g_6774'],1,biological_process,1/1892,1/1894
GO:0036152,phosphatidylethanolamine acyl-chain remodeling,['g_6774'],1,biological_process,1/1892,1/1894
GO:0047144,2-acylglycerol-3-phosphate O-acyltransferase activity,['g_6774'],1,molecular_function,1/1892,1/1894
GO:0047184,1-acylglycerophosphocholine O-acyltransferase activity,['g_6774'],1,molecular_function,1/1892,1/1894
GO:0071617,lysophospholipid acyltransferase activity,['g_6774'],1,molecular_function,1/1892,1/1894
GO:0106262,1-acylglycerophosphoethanolamine O-acyltransferase activity,['g_6774'],1,molecular_function,1/1892,1/1894
GO:0106263,1-acylglycerophosphoserine O-acyltransferase activity,['g_6774'],1,molecular_function,1/1892,1/1894
GO:0031963,nuclear cortisol receptor activity,"['g_681', 'g_7868']",2,molecular_function,2/1892,2/1894
GO:0036367,light adaption,['g_681'],1,biological_process,1/1892,1/1894
GO:0071387,cellular response to cortisol stimulus,['g_681'],1,biological_process,1/1892,1/1894
GO:0120029,proton export across plasma membrane,['g_681'],1,biological_process,1/1892,1/1894
GO:1902073,positive regulation of hypoxia-inducible factor-1alpha signaling pathway,['g_681'],1,biological_process,1/1892,1/1894
GO:1903794,cortisol binding,['g_681'],1,molecular_function,1/1892,1/1894
GO:0033629,negative regulation of cell adhesion mediated by integrin,['g_6798'],1,biological_process,1/1892,1/1894
GO:0042796,snRNA transcription by RNA polymerase III,['g_6798'],1,biological_process,1/1892,1/1894
GO:1901588,dendritic microtubule,['g_6798'],1,cellular_component,1/1892,1/1894
GO:0019209,kinase activator activity,"['g_6818', 'g_12819']",2,molecular_function,2/1892,2/1894
GO:0060124,positive regulation of growth hormone secretion,['g_6818'],1,biological_process,1/1892,1/1894
GO:0150007,clathrin-dependent synaptic vesicle endocytosis,"['g_6818', 'g_7882']",2,biological_process,2/1892,2/1894
GO:0150008,bulk synaptic vesicle endocytosis,"['g_6818', 'g_7882']",2,biological_process,2/1892,2/1894
GO:2001288,positive regulation of caveolin-mediated endocytosis,['g_6818'],1,biological_process,1/1892,1/1894
GO:0003786,actin lateral binding,"['g_6821', 'g_7561', 'g_4098']",3,molecular_function,3/1892,3/1894
GO:1902404,mitotic actomyosin contractile ring contraction,"['g_6821', 'g_7561', 'g_7774', 'g_8329', 'g_4098']",5,biological_process,5/1892,5/1894
GO:2001252,positive regulation of chromosome organization,"['g_6821', 'g_3535']",2,biological_process,2/1892,2/1894
GO:0004962,endothelin receptor activity,"['g_6825', 'g_9106']",2,molecular_function,2/1892,2/1894
GO:0019252,starch biosynthetic process,"['g_6825', 'g_7645']",2,biological_process,2/1892,2/1894
GO:0051247,positive regulation of protein metabolic process,['g_6825'],1,biological_process,1/1892,1/1894
GO:0070651,nonfunctional rRNA decay,"['g_6843', 'g_7199', 'g_14821']",3,biological_process,3/1892,3/1894
GO:0033314,mitotic DNA replication checkpoint signaling,"['g_6847', 'g_9140', 'g_7159', 'g_7246', 'g_12148']",5,biological_process,5/1892,5/1894
GO:0035038,female pronucleus assembly,"['g_6847', 'g_3389']",2,biological_process,2/1892,2/1894
GO:0045736,negative regulation of cyclin-dependent protein serine/threonine kinase activity,"['g_6847', 'g_10601']",2,biological_process,2/1892,2/1894
GO:0060283,negative regulation of oocyte development,"['g_6847', 'g_8749', 'g_1998']",3,biological_process,3/1892,3/1894
GO:0060631,regulation of meiosis I,['g_6847'],1,biological_process,1/1892,1/1894
GO:0071248,cellular response to metal ion,['g_6847'],1,biological_process,1/1892,1/1894
GO:1904746,negative regulation of apoptotic process involved in development,['g_6847'],1,biological_process,1/1892,1/1894
GO:0035372,protein localization to microtubule,['g_689'],1,biological_process,1/1892,1/1894
GO:0042178,xenobiotic catabolic process,['g_689'],1,biological_process,1/1892,1/1894
GO:0051612,negative regulation of serotonin uptake,['g_689'],1,biological_process,1/1892,1/1894
GO:0099163,synaptic signaling by nitric oxide,['g_689'],1,biological_process,1/1892,1/1894
GO:0106071,positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,"['g_689', 'g_8984']",2,biological_process,2/1892,2/1894
GO:0051916,granulocyte colony-stimulating factor binding,['g_6874'],1,molecular_function,1/1892,1/1894
GO:0071621,granulocyte chemotaxis,"['g_6874', 'g_6083']",2,biological_process,2/1892,2/1894
GO:0032183,SUMO binding,"['g_6883', 'g_7645', 'g_6083']",3,molecular_function,3/1892,3/1894
GO:2000535,regulation of entry of bacterium into host cell,"['g_6899', 'g_8984', 'g_8237']",3,biological_process,3/1892,3/1894
GO:0007213,G protein-coupled acetylcholine receptor signaling pathway,['g_6932'],1,biological_process,1/1892,1/1894
