go_id,go_description,gene_ids,count_genes,category,GeneRatio,BgRatio
GO:1901422,response to butan-1-ol,['g_15124'],1,biological_process,1/1842,1/1844
GO:0005158,insulin receptor binding,"['g_15137', 'g_293', 'g_6040', 'g_7841']",4,molecular_function,4/1842,4/1844
GO:0007285,primary spermatocyte growth,"['g_15137', 'g_3512']",2,biological_process,2/1842,2/1844
GO:0050778,positive regulation of immune response,"['g_15137', 'g_5091', 'g_5420']",3,biological_process,3/1842,3/1844
GO:0061964,negative regulation of entry into reproductive diapause,['g_15137'],1,biological_process,1/1842,1/1844
GO:0097221,M/G1 phase-specific MADS box-forkhead transcription factor complex,"['g_15137', 'g_6006', 'g_8535', 'g_8729', 'g_4429']",5,cellular_component,5/1842,5/1844
GO:0097719,neural tissue regeneration,['g_15137'],1,biological_process,1/1842,1/1844
GO:0110045,"negative regulation of cell cycle switching, mitotic to meiotic cell cycle","['g_15137', 'g_2430', 'g_3819', 'g_8535', 'g_8729', 'g_4429']",6,biological_process,6/1842,6/1844
GO:1905178,regulation of cardiac muscle tissue regeneration,['g_15137'],1,biological_process,1/1842,1/1844
GO:0035459,vesicle cargo loading,['g_15143'],1,biological_process,1/1842,1/1844
GO:0048639,positive regulation of developmental growth,"['g_15143', 'g_10801']",2,biological_process,2/1842,2/1844
GO:0150106,regulation of protein localization to cell-cell junction,"['g_15143', 'g_12315']",2,biological_process,2/1842,2/1844
GO:0160156,secretory granule-lysosome fusion,"['g_15143', 'g_2102', 'g_324', 'g_3950', 'g_6914']",5,biological_process,5/1842,5/1844
GO:1900444,negative regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus,['g_15143'],1,biological_process,1/1842,1/1844
GO:1902647,"negative regulation of 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process","['g_15143', 'g_6510', 'g_8219', 'g_9493']",4,biological_process,4/1842,4/1844
GO:0002026,regulation of the force of heart contraction,"['g_15161', 'g_6622', 'g_9276']",3,biological_process,3/1842,3/1844
GO:0003300,cardiac muscle hypertrophy,"['g_15161', 'g_3150']",2,biological_process,2/1842,2/1844
GO:0010831,positive regulation of myotube differentiation,"['g_15161', 'g_7189', 'g_15370', 'g_14012', 'g_2706']",5,biological_process,5/1842,5/1844
GO:0031433,telethonin binding,['g_15161'],1,molecular_function,1/1842,1/1844
GO:0035995,detection of muscle stretch,['g_15161'],1,biological_process,1/1842,1/1844
GO:0043426,MRF binding,['g_15161'],1,molecular_function,1/1842,1/1844
GO:0045663,positive regulation of myoblast differentiation,"['g_15161', 'g_3925', 'g_7189', 'g_10386']",4,biological_process,4/1842,4/1844
GO:0051091,positive regulation of DNA-binding transcription factor activity,"['g_15161', 'g_2205', 'g_3862', 'g_7356']",4,biological_process,4/1842,4/1844
GO:0055003,cardiac myofibril assembly,"['g_15161', 'g_2765', 'g_7774', 'g_9339', 'g_13388', 'g_8043']",6,biological_process,6/1842,6/1844
GO:0141212,phospholipase C/protein kinase C signal transduction,"['g_15161', 'g_3576']",2,biological_process,2/1842,2/1844
GO:1903076,regulation of protein localization to plasma membrane,"['g_15161', 'g_2765', 'g_6650', 'g_7445', 'g_7774', 'g_8651', 'g_9339', 'g_7171']",8,biological_process,8/1842,8/1844
GO:1903919,negative regulation of actin filament severing,['g_15161'],1,biological_process,1/1842,1/1844
GO:1903920,positive regulation of actin filament severing,['g_15161'],1,biological_process,1/1842,1/1844
GO:0005006,epidermal growth factor receptor activity,"['g_15174', 'g_11757']",2,molecular_function,2/1842,2/1844
GO:0004536,DNA nuclease activity,"['g_15176', 'g_8849']",2,molecular_function,2/1842,2/1844
GO:0035710,"CD4-positive, alpha-beta T cell activation",['g_15176'],1,biological_process,1/1842,1/1844
GO:0050671,positive regulation of lymphocyte proliferation,"['g_15176', 'g_15293', 'g_12461']",3,biological_process,3/1842,3/1844
GO:0141024,adhesion of symbiont to host cell surface via host membrane carbohydrate,"['g_15176', 'g_1887', 'g_9543', 'g_12705']",4,biological_process,4/1842,4/1844
GO:0036002,pre-mRNA binding,"['g_15182', 'g_6262', 'g_8753']",3,molecular_function,3/1842,3/1844
GO:0046632,alpha-beta T cell differentiation,"['g_15182', 'g_6988', 'g_8702']",3,biological_process,3/1842,3/1844
GO:1905744,"regulation of mRNA cis splicing, via spliceosome",['g_15182'],1,biological_process,1/1842,1/1844
GO:0006474,N-terminal protein amino acid acetylation,['g_15232'],1,biological_process,1/1842,1/1844
GO:0008048,calcium sensitive guanylate cyclase activator activity,"['g_15232', 'g_15420']",2,molecular_function,2/1842,2/1844
GO:0031415,NatA complex,"['g_15232', 'g_323', 'g_7326']",3,cellular_component,3/1842,3/1844
GO:0036159,inner dynein arm assembly,"['g_15232', 'g_15191', 'g_10850']",3,biological_process,3/1842,3/1844
GO:0004394,heparan sulfate 2-sulfotransferase activity,['g_15235'],1,molecular_function,1/1842,1/1844
GO:0008210,estrogen metabolic process,"['g_15235', 'g_2408', 'g_7176', 'g_13128', 'g_8043']",5,biological_process,5/1842,5/1844
GO:0016232,HNK-1 sulfotransferase activity,['g_15235'],1,molecular_function,1/1842,1/1844
GO:0030202,heparin proteoglycan metabolic process,['g_15235'],1,biological_process,1/1842,1/1844
GO:0036066,protein O-linked glycosylation via fucose,['g_15235'],1,biological_process,1/1842,1/1844
GO:0046922,peptide-O-fucosyltransferase activity,['g_15235'],1,molecular_function,1/1842,1/1844
GO:0047220,galactosylxylosylprotein 3-beta-galactosyltransferase activity,['g_15235'],1,molecular_function,1/1842,1/1844
GO:0047756,chondroitin 4-sulfotransferase activity,"['g_15235', 'g_3925', 'g_8587']",3,molecular_function,3/1842,3/1844
GO:0047757,chondroitin-glucuronate 5-epimerase activity,"['g_15235', 'g_932', 'g_8004']",3,molecular_function,3/1842,3/1844
GO:0050651,dermatan sulfate proteoglycan biosynthetic process,"['g_15235', 'g_8587', 'g_932']",3,biological_process,3/1842,3/1844
GO:0050655,dermatan sulfate proteoglycan metabolic process,"['g_15235', 'g_8004']",2,biological_process,2/1842,2/1844
GO:0060676,ureteric bud formation,['g_15235'],1,biological_process,1/1842,1/1844
GO:0090486,small RNA 2'-O-methyltransferase activity,"['g_15235', 'g_160', 'g_1832', 'g_1833', 'g_2252', 'g_3332', 'g_5349', 'g_8587']",8,molecular_function,8/1842,8/1844
GO:0021545,cranial nerve development,"['g_15249', 'g_4780', 'g_9426', 'g_1451']",4,biological_process,4/1842,4/1844
GO:0033686,positive regulation of luteinizing hormone secretion,"['g_15249', 'g_6917']",2,biological_process,2/1842,2/1844
GO:0043271,negative regulation of monoatomic ion transport,"['g_15249', 'g_11056']",2,biological_process,2/1842,2/1844
GO:0045969,positive regulation of juvenile hormone biosynthetic process,['g_15249'],1,biological_process,1/1842,1/1844
GO:0050904,diapedesis,['g_15249'],1,biological_process,1/1842,1/1844
GO:2000391,positive regulation of neutrophil extravasation,"['g_15249', 'g_881', 'g_10386']",3,biological_process,3/1842,3/1844
GO:2000409,positive regulation of T cell extravasation,"['g_15249', 'g_8553', 'g_884']",3,biological_process,3/1842,3/1844
GO:2000843,regulation of testosterone secretion,['g_15249'],1,biological_process,1/1842,1/1844
GO:0141071,symbiont-mediated activation of host MAPK cascade,['g_15256'],1,biological_process,1/1842,1/1844
GO:0002225,positive regulation of antimicrobial peptide production,"['g_1534', 'g_6670', 'g_8496', 'g_5668']",4,biological_process,4/1842,4/1844
GO:0045612,positive regulation of hemocyte differentiation,"['g_1534', 'g_8496']",2,biological_process,2/1842,2/1844
GO:0046972,histone H4K16 acetyltransferase activity,"['g_1534', 'g_5054']",2,molecular_function,2/1842,2/1844
GO:0048048,embryonic eye morphogenesis,"['g_1534', 'g_4808']",2,biological_process,2/1842,2/1844
GO:0051549,positive regulation of keratinocyte migration,"['g_1534', 'g_1280', 'g_12049']",3,biological_process,3/1842,3/1844
GO:0070379,high mobility group box 1 binding,"['g_1534', 'g_8496']",2,molecular_function,2/1842,2/1844
GO:0141137,"positive regulation of gene expression, epigenetic",['g_1534'],1,biological_process,1/1842,1/1844
GO:1904889,regulation of excitatory synapse assembly,['g_1534'],1,biological_process,1/1842,1/1844
GO:0010895,negative regulation of ergosterol biosynthetic process,['g_157'],1,biological_process,1/1842,1/1844
GO:0032888,regulation of mitotic spindle elongation,"['g_157', 'g_8141', 'g_11649']",3,biological_process,3/1842,3/1844
GO:0045104,intermediate filament cytoskeleton organization,"['g_157', 'g_234', 'g_3808']",3,biological_process,3/1842,3/1844
GO:2001135,regulation of endocytic recycling,"['g_157', 'g_3293', 'g_1467', 'g_6512']",4,biological_process,4/1842,4/1844
GO:0004427,inorganic diphosphate phosphatase activity,"['g_1561', 'g_5167', 'g_5941']",3,molecular_function,3/1842,3/1844
GO:0004839,ubiquitin activating enzyme activity,"['g_1561', 'g_6670']",2,molecular_function,2/1842,2/1844
GO:0006839,mitochondrial transport,"['g_1561', 'g_7359', 'g_10795', 'g_4687']",4,biological_process,4/1842,4/1844
GO:0030170,pyridoxal phosphate binding,"['g_1561', 'g_3584', 'g_481', 'g_9096']",4,molecular_function,4/1842,4/1844
GO:0043457,regulation of cellular respiration,"['g_1561', 'g_8991', 'g_9291']",3,biological_process,3/1842,3/1844
GO:0047801,L-cysteine transaminase activity,['g_1561'],1,molecular_function,1/1842,1/1844
GO:0051537,"2 iron, 2 sulfur cluster binding",['g_1561'],1,molecular_function,1/1842,1/1844
GO:0004862,cAMP-dependent protein kinase inhibitor activity,"['g_1567', 'g_10813']",2,molecular_function,2/1842,2/1844
GO:0006595,polyamine metabolic process,['g_1567'],1,biological_process,1/1842,1/1844
GO:0008073,ornithine decarboxylase inhibitor activity,['g_1567'],1,molecular_function,1/1842,1/1844
GO:0008302,"female germline ring canal formation, actin assembly","['g_1567', 'g_13090', 'g_13692', 'g_8705']",4,biological_process,4/1842,4/1844
GO:0010255,glucose mediated signaling pathway,"['g_1567', 'g_15515', 'g_3798']",3,biological_process,3/1842,3/1844
GO:0030724,testicular fusome organization,['g_1567'],1,biological_process,1/1842,1/1844
GO:0045170,spectrosome,"['g_1567', 'g_15445']",2,cellular_component,2/1842,2/1844
GO:0048135,female germ-line cyst formation,['g_1567'],1,biological_process,1/1842,1/1844
GO:0072750,cellular response to leptomycin B,['g_1567'],1,biological_process,1/1842,1/1844
GO:1901097,negative regulation of autophagosome maturation,"['g_1567', 'g_2102', 'g_8141', 'g_9255', 'g_6914', 'g_1857', 'g_7849', 'g_10386', 'g_453']",9,biological_process,9/1842,9/1844
GO:1902268,negative regulation of polyamine transmembrane transport,['g_1567'],1,biological_process,1/1842,1/1844
GO:1903267,negative regulation of ornithine catabolic process,['g_1567'],1,biological_process,1/1842,1/1844
GO:1904584,cellular response to polyamine macromolecule,['g_1567'],1,biological_process,1/1842,1/1844
GO:0015870,acetylcholine transport,"['g_1574', 'g_1921', 'g_1922', 'g_9074', 'g_1657', 'g_12686']",6,biological_process,6/1842,6/1844
GO:0016014,dystrobrevin complex,"['g_1574', 'g_1921', 'g_1922', 'g_9074', 'g_1657']",5,cellular_component,5/1842,5/1844
GO:0032224,"positive regulation of synaptic transmission, cholinergic","['g_1574', 'g_1921', 'g_1922', 'g_5224', 'g_9074', 'g_1657', 'g_11603']",7,biological_process,7/1842,7/1844
GO:0032368,regulation of lipid transport,"['g_1574', 'g_8346']",2,biological_process,2/1842,2/1844
GO:0070941,eisosome assembly,['g_1574'],1,biological_process,1/1842,1/1844
GO:0097035,regulation of membrane lipid distribution,['g_1574'],1,biological_process,1/1842,1/1844
GO:1905162,regulation of phagosome maturation,"['g_1574', 'g_995']",2,biological_process,2/1842,2/1844
GO:0005452,solute:inorganic anion antiporter activity,['g_159'],1,molecular_function,1/1842,1/1844
GO:0006820,monoatomic anion transport,['g_159'],1,biological_process,1/1842,1/1844
GO:0015108,chloride transmembrane transporter activity,"['g_159', 'g_1852', 'g_9104']",3,molecular_function,3/1842,3/1844
GO:0015701,bicarbonate transport,"['g_159', 'g_7417', 'g_7514', 'g_6991', 'g_13968']",5,biological_process,5/1842,5/1844
GO:0019531,oxalate transmembrane transporter activity,['g_159'],1,molecular_function,1/1842,1/1844
GO:0019532,oxalate transport,['g_159'],1,biological_process,1/1842,1/1844
GO:0035429,gluconate transmembrane transport,['g_159'],1,biological_process,1/1842,1/1844
GO:0140900,chloride:bicarbonate antiporter activity,['g_159'],1,molecular_function,1/1842,1/1844
GO:1902434,sulfate import across plasma membrane,"['g_159', 'g_7171', 'g_3617', 'g_4208']",4,biological_process,4/1842,4/1844
GO:0004949,cannabinoid receptor activity,"['g_1579', 'g_5091', 'g_6724', 'g_5420', 'g_15725', 'g_15619', 'g_12653']",7,molecular_function,7/1842,7/1844
GO:0016503,pheromone receptor activity,['g_1579'],1,molecular_function,1/1842,1/1844
GO:0038022,G protein-coupled olfactory receptor activity,"['g_1579', 'g_15421']",2,molecular_function,2/1842,2/1844
GO:0008696,4-amino-4-deoxychorismate lyase activity,['g_160'],1,molecular_function,1/1842,1/1844
GO:0030174,regulation of DNA-templated DNA replication initiation,"['g_160', 'g_3548', 'g_4120', 'g_7588', 'g_7916', 'g_8367', 'g_3539']",7,biological_process,7/1842,7/1844
GO:0045487,gibberellin catabolic process,['g_160'],1,biological_process,1/1842,1/1844
GO:0046656,folic acid biosynthetic process,['g_160'],1,biological_process,1/1842,1/1844
GO:1901089,acetate ester metabolic process involved in fermentation,"['g_160', 'g_4663', 'g_4664']",3,biological_process,3/1842,3/1844
GO:0001975,response to amphetamine,"['g_1599', 'g_1643', 'g_5651', 'g_10801']",4,biological_process,4/1842,4/1844
GO:0002357,defense response to tumor cell,"['g_1599', 'g_4336', 'g_7886']",3,biological_process,3/1842,3/1844
GO:0002834,regulation of response to tumor cell,"['g_1599', 'g_4336', 'g_7886']",3,biological_process,3/1842,3/1844
GO:0017075,syntaxin-1 binding,"['g_1599', 'g_4336', 'g_7886']",3,molecular_function,3/1842,3/1844
GO:0032487,regulation of Rap protein signal transduction,"['g_1599', 'g_5651']",2,biological_process,2/1842,2/1844
GO:0048168,regulation of neuronal synaptic plasticity,"['g_1599', 'g_5054', 'g_5516']",3,biological_process,3/1842,3/1844
GO:1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,"['g_1599', 'g_363', 'g_4336', 'g_7886', 'g_8241', 'g_9068', 'g_5703', 'g_5178', 'g_15601', 'g_3808']",10,biological_process,10/1842,10/1844
GO:1904094,positive regulation of autophagic cell death,"['g_1599', 'g_4336', 'g_7886']",3,biological_process,3/1842,3/1844
GO:1990722,DAPK1-calmodulin complex,"['g_1599', 'g_4336', 'g_7886']",3,cellular_component,3/1842,3/1844
GO:0005092,GDP-dissociation inhibitor activity,"['g_163', 'g_4410', 'g_501', 'g_6283', 'g_8912', 'g_7241', 'g_2695']",7,molecular_function,7/1842,7/1844
GO:0009706,chloroplast inner membrane,['g_163'],1,cellular_component,1/1842,1/1844
GO:0016157,sucrose synthase activity,"['g_163', 'g_2121', 'g_2715', 'g_3736', 'g_3897', 'g_8587', 'g_2764', 'g_8715']",8,molecular_function,8/1842,8/1844
GO:0016464,chloroplast protein-transporting ATPase activity,['g_163'],1,molecular_function,1/1842,1/1844
GO:0032007,negative regulation of TOR signaling,"['g_163', 'g_4410', 'g_9144', 'g_7158', 'g_7241', 'g_4025']",6,biological_process,6/1842,6/1844
GO:0036260,RNA capping,"['g_163', 'g_15605']",2,biological_process,2/1842,2/1844
GO:0045037,protein import into chloroplast stroma,['g_163'],1,biological_process,1/1842,1/1844
GO:0061776,ATP-dependent topological DNA co-entrapment activity,"['g_163', 'g_6998']",2,molecular_function,2/1842,2/1844
GO:0062091,Ycf2/FtsHi complex,['g_163'],1,cellular_component,1/1842,1/1844
GO:0080165,callose deposition in phloem sieve plate,"['g_163', 'g_2121', 'g_2715', 'g_3736', 'g_8587', 'g_2764', 'g_8715']",7,biological_process,7/1842,7/1844
GO:0120328,ATP-dependent DNA (cytosine-5-)-methyltransferase activity,"['g_163', 'g_1641', 'g_4002']",3,molecular_function,3/1842,3/1844
GO:0150079,negative regulation of neuroinflammatory response,"['g_163', 'g_2866', 'g_15911']",3,biological_process,3/1842,3/1844
GO:1901136,carbohydrate derivative catabolic process,"['g_163', 'g_4664', 'g_5415', 'g_5418', 'g_5827', 'g_15605']",6,biological_process,6/1842,6/1844
GO:0002331,pre-B cell allelic exclusion,"['g_1641', 'g_7951', 'g_1663']",3,biological_process,3/1842,3/1844
GO:0008174,mRNA methyltransferase activity,"['g_1641', 'g_884']",2,molecular_function,2/1842,2/1844
GO:0033151,V(D)J recombination,"['g_1641', 'g_4002', 'g_7951', 'g_1663']",4,biological_process,4/1842,4/1844
GO:0039690,positive stranded viral RNA replication,"['g_1641', 'g_2121', 'g_4002']",3,biological_process,3/1842,3/1844
GO:0044177,host cell Golgi apparatus,"['g_1641', 'g_4002', 'g_5437', 'g_8479', 'g_15283', 'g_843']",6,cellular_component,6/1842,6/1844
GO:0048440,carpel development,"['g_1641', 'g_4002', 'g_6823']",3,biological_process,3/1842,3/1844
GO:0048843,negative regulation of axon extension involved in axon guidance,"['g_1641', 'g_3165', 'g_4120', 'g_6083', 'g_11986', 'g_12740']",6,biological_process,6/1842,6/1844
GO:0051059,NF-kappaB binding,"['g_1641', 'g_2205', 'g_306', 'g_3862', 'g_3925', 'g_4002', 'g_7876', 'g_8128', 'g_11706', 'g_1451']",10,molecular_function,10/1842,10/1844
GO:0070244,negative regulation of thymocyte apoptotic process,"['g_1641', 'g_7951']",2,biological_process,2/1842,2/1844
GO:1905490,negative regulation of sensory neuron axon guidance,"['g_1641', 'g_3165', 'g_4120', 'g_6083', 'g_11986', 'g_12740']",6,biological_process,6/1842,6/1844
GO:1905869,negative regulation of 3'-UTR-mediated mRNA stabilization,"['g_1641', 'g_3165', 'g_4120', 'g_6083', 'g_11986', 'g_12740']",6,biological_process,6/1842,6/1844
GO:2000822,regulation of behavioral fear response,"['g_1641', 'g_6836', 'g_7951']",3,biological_process,3/1842,3/1844
GO:0001818,negative regulation of cytokine production,"['g_1643', 'g_3924', 'g_5986', 'g_6650', 'g_7377']",5,biological_process,5/1842,5/1844
GO:0006476,protein deacetylation,"['g_1643', 'g_8128']",2,biological_process,2/1842,2/1844
GO:0034739,"histone H4K16 deacetylase activity, hydrolytic mechanism","['g_1643', 'g_8128']",2,molecular_function,2/1842,2/1844
GO:0034983,peptidyl-lysine deacetylation,['g_1643'],1,biological_process,1/1842,1/1844
GO:0045843,negative regulation of striated muscle tissue development,['g_1643'],1,biological_process,1/1842,1/1844
GO:0046811,histone deacetylase inhibitor activity,"['g_1643', 'g_8048', 'g_8198']",3,molecular_function,3/1842,3/1844
GO:1902408,"mitotic cytokinesis, division site positioning","['g_1643', 'g_5573', 'g_88', 'g_16969', 'g_14892', 'g_10386']",6,biological_process,6/1842,6/1844
GO:0060811,intracellular mRNA localization involved in anterior/posterior axis specification,['g_1650'],1,biological_process,1/1842,1/1844
GO:1905551,negative regulation of protein localization to endoplasmic reticulum,['g_1650'],1,biological_process,1/1842,1/1844
GO:0005744,TIM23 mitochondrial import inner membrane translocase complex,['g_167'],1,cellular_component,1/1842,1/1844
GO:0015450,protein-transporting ATPase activity,['g_167'],1,molecular_function,1/1842,1/1844
GO:0016031,tRNA import into mitochondrion,['g_167'],1,biological_process,1/1842,1/1844
GO:0030322,stabilization of membrane potential,"['g_167', 'g_6622', 'g_8365']",3,biological_process,3/1842,3/1844
GO:0032981,mitochondrial respiratory chain complex I assembly,"['g_167', 'g_2068']",2,biological_process,2/1842,2/1844
GO:0045039,protein insertion into mitochondrial inner membrane,"['g_167', 'g_4122']",2,biological_process,2/1842,2/1844
GO:0140494,migrasome,"['g_167', 'g_8898']",2,cellular_component,2/1842,2/1844
GO:1905242,"response to 3,3',5-triiodo-L-thyronine",['g_167'],1,biological_process,1/1842,1/1844
GO:0009036,type II site-specific deoxyribonuclease activity,['g_1658'],1,molecular_function,1/1842,1/1844
GO:0010835,regulation of protein ADP-ribosylation,['g_1658'],1,biological_process,1/1842,1/1844
GO:0042308,negative regulation of protein import into nucleus,"['g_1658', 'g_2035', 'g_3803', 'g_7637', 'g_9043', 'g_15480']",6,biological_process,6/1842,6/1844
GO:0050995,negative regulation of lipid catabolic process,"['g_1658', 'g_2902', 'g_12255']",3,biological_process,3/1842,3/1844
GO:0140768,protein ADP-ribosyltransferase-substrate adaptor activity,['g_1658'],1,molecular_function,1/1842,1/1844
GO:1900036,positive regulation of cellular response to heat,"['g_1658', 'g_9043', 'g_15480']",3,biological_process,3/1842,3/1844
GO:1904000,positive regulation of eating behavior,"['g_1658', 'g_7445', 'g_7774', 'g_9043', 'g_15480']",5,biological_process,5/1842,5/1844
GO:1904109,positive regulation of cholesterol import,"['g_1658', 'g_9043', 'g_15480']",3,biological_process,3/1842,3/1844
GO:1904807,negative regulation of protein oxidation,"['g_1658', 'g_9043', 'g_15480']",3,biological_process,3/1842,3/1844
GO:0033167,ARC complex,"['g_1662', 'g_4179', 'g_4690', 'g_5387', 'g_8754', 'g_5388', 'g_14761']",7,cellular_component,7/1842,7/1844
GO:0060698,endoribonuclease inhibitor activity,"['g_1662', 'g_4690', 'g_14761']",3,molecular_function,3/1842,3/1844
GO:2001125,negative regulation of translational frameshifting,['g_1662'],1,biological_process,1/1842,1/1844
GO:0048311,mitochondrion distribution,"['g_1664', 'g_2527', 'g_319']",3,biological_process,3/1842,3/1844
GO:0098863,nuclear migration by microtubule mediated pushing forces,"['g_1664', 'g_2527', 'g_6973', 'g_8455', 'g_8806', 'g_5294', 'g_853', 'g_3978']",8,biological_process,8/1842,8/1844
GO:0000321,re-entry into mitotic cell cycle after pheromone arrest,"['g_1671', 'g_4537', 'g_754', 'g_8886', 'g_7849']",5,biological_process,5/1842,5/1844
GO:0006964,positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria,"['g_1671', 'g_6511', 'g_13441', 'g_11124', 'g_4808']",5,biological_process,5/1842,5/1844
GO:0048664,neuron fate determination,"['g_1671', 'g_5985', 'g_7727', 'g_14892']",4,biological_process,4/1842,4/1844
GO:0061382,Malpighian tubule tip cell differentiation,"['g_1671', 'g_3798']",2,biological_process,2/1842,2/1844
GO:1900735,positive regulation of flocculation,"['g_1671', 'g_2950', 'g_6914']",3,biological_process,3/1842,3/1844
GO:1903620,positive regulation of transdifferentiation,['g_1671'],1,biological_process,1/1842,1/1844
GO:2000219,positive regulation of invasive growth in response to glucose limitation,"['g_1671', 'g_1807', 'g_8299', 'g_16906', 'g_14083', 'g_12765']",6,biological_process,6/1842,6/1844
GO:2000883,positive regulation of starch catabolic process,"['g_1671', 'g_16906']",2,biological_process,2/1842,2/1844
GO:0010077,maintenance of inflorescence meristem identity,['g_1696'],1,biological_process,1/1842,1/1844
GO:0048444,floral organ morphogenesis,['g_1696'],1,biological_process,1/1842,1/1844
GO:0048825,cotyledon development,"['g_1696', 'g_2895', 'g_2804']",3,biological_process,3/1842,3/1844
GO:0003143,embryonic heart tube morphogenesis,"['g_173', 'g_8622']",2,biological_process,2/1842,2/1844
GO:0030326,embryonic limb morphogenesis,['g_173'],1,biological_process,1/1842,1/1844
GO:0030522,intracellular receptor signaling pathway,"['g_173', 'g_2764']",2,biological_process,2/1842,2/1844
GO:0048704,embryonic skeletal system morphogenesis,"['g_173', 'g_7217', 'g_13776', 'g_4061']",4,biological_process,4/1842,4/1844
GO:0060971,embryonic heart tube left/right pattern formation,"['g_173', 'g_2538', 'g_2959', 'g_2975', 'g_3982', 'g_4573', 'g_4751', 'g_2056']",8,biological_process,8/1842,8/1844
GO:0097155,fasciculation of sensory neuron axon,"['g_173', 'g_8412']",2,biological_process,2/1842,2/1844
GO:1990403,embryonic brain development,"['g_173', 'g_3337', 'g_3425', 'g_3868', 'g_7138', 'g_8455', 'g_10315', 'g_477']",8,biological_process,8/1842,8/1844
GO:2001197,basement membrane assembly involved in embryonic body morphogenesis,"['g_173', 'g_7608', 'g_8898', 'g_6594', 'g_12740']",5,biological_process,5/1842,5/1844
GO:0014036,neural crest cell fate specification,"['g_174', 'g_2455', 'g_3798']",3,biological_process,3/1842,3/1844
GO:0050945,positive regulation of iridophore differentiation,"['g_174', 'g_2455', 'g_3798']",3,biological_process,3/1842,3/1844
GO:1903984,positive regulation of TRAIL-activated apoptotic signaling pathway,['g_174'],1,biological_process,1/1842,1/1844
GO:0099500,vesicle fusion to plasma membrane,"['g_1728', 'g_4778', 'g_513', 'g_5522', 'g_5637', 'g_737']",6,biological_process,6/1842,6/1844
GO:0001514,selenocysteine incorporation,['g_177'],1,biological_process,1/1842,1/1844
GO:0004054,arginine kinase activity,"['g_177', 'g_9260', 'g_1636']",3,molecular_function,3/1842,3/1844
GO:0004449,isocitrate dehydrogenase (NAD+) activity,['g_177'],1,molecular_function,1/1842,1/1844
GO:0004828,serine-tRNA ligase activity,"['g_177', 'g_9260']",2,molecular_function,2/1842,2/1844
GO:0006434,seryl-tRNA aminoacylation,"['g_177', 'g_9260']",2,biological_process,2/1842,2/1844
GO:0019674,NAD+ metabolic process,"['g_177', 'g_5536']",2,biological_process,2/1842,2/1844
GO:0031155,regulation of reproductive fruiting body development,"['g_177', 'g_9260', 'g_1636']",3,biological_process,3/1842,3/1844
GO:0046034,ATP metabolic process,"['g_177', 'g_3631', 'g_9260', 'g_1636', 'g_13776', 'g_2440']",6,biological_process,6/1842,6/1844
GO:0061300,cerebellum vasculature development,"['g_177', 'g_6289', 'g_9260', 'g_8043']",4,biological_process,4/1842,4/1844
GO:0098619,selenocysteine-tRNA ligase activity,['g_177'],1,molecular_function,1/1842,1/1844
GO:1904046,negative regulation of vascular endothelial growth factor production,"['g_177', 'g_9260']",2,biological_process,2/1842,2/1844
GO:0009734,auxin-activated signaling pathway,"['g_1767', 'g_3985', 'g_5299', 'g_6283']",4,biological_process,4/1842,4/1844
GO:0008528,G protein-coupled peptide receptor activity,['g_1786'],1,molecular_function,1/1842,1/1844
GO:0036505,prosaposin receptor activity,['g_1786'],1,molecular_function,1/1842,1/1844
GO:1903829,positive regulation of protein localization,"['g_1791', 'g_3562', 'g_5522', 'g_6510', 'g_88', 'g_7241']",6,biological_process,6/1842,6/1844
GO:1990386,mitotic cleavage furrow ingression,"['g_1791', 'g_3562', 'g_5522', 'g_6510', 'g_88', 'g_9440', 'g_13262', 'g_12315']",8,biological_process,8/1842,8/1844
GO:0008440,"inositol-1,4,5-trisphosphate 3-kinase activity","['g_181', 'g_2703', 'g_3211', 'g_328', 'g_714']",5,molecular_function,5/1842,5/1844
GO:0016308,1-phosphatidylinositol-4-phosphate 5-kinase activity,['g_181'],1,molecular_function,1/1842,1/1844
GO:0019217,regulation of fatty acid metabolic process,"['g_181', 'g_2205', 'g_7250', 'g_9992']",4,biological_process,4/1842,4/1844
GO:0031321,ascospore-type prospore assembly,"['g_181', 'g_9305']",2,biological_process,2/1842,2/1844
GO:0010571,positive regulation of nuclear cell cycle DNA replication,['g_1807'],1,biological_process,1/1842,1/1844
GO:0031492,nucleosomal DNA binding,['g_1807'],1,molecular_function,1/1842,1/1844
GO:0035128,post-embryonic forelimb morphogenesis,['g_1807'],1,biological_process,1/1842,1/1844
GO:0035973,aggrephagy,"['g_1807', 'g_18', 'g_5755']",3,biological_process,3/1842,3/1844
GO:0036310,ATP-dependent DNA/DNA annealing activity,"['g_1807', 'g_3868', 'g_2903']",3,molecular_function,3/1842,3/1844
GO:0042148,DNA strand invasion,['g_1807'],1,biological_process,1/1842,1/1844
GO:0060009,Sertoli cell development,['g_1807'],1,biological_process,1/1842,1/1844
GO:0070087,chromo shadow domain binding,['g_1807'],1,molecular_function,1/1842,1/1844
GO:0070192,chromosome organization involved in meiotic cell cycle,"['g_1807', 'g_3548', 'g_15332']",3,biological_process,3/1842,3/1844
